signal,raw_signals,adj_signals,raw_avg_20d,adj_avg_20d,raw_median_20d,adj_median_20d,raw_win_20d,adj_win_20d,raw_avg_60d,adj_avg_60d,raw_median_60d,adj_median_60d,raw_win_60d,adj_win_60d,raw_pct_signal_day_gt9,adj_pct_signal_day_gt9,raw_pct_next_gap_gt3,adj_pct_next_gap_gt3,avg_raw_adj_median_20d,avg_raw_adj_win_20d,min_raw_adj_signals,rank_score
magic_repo60_c460_c5gt8_regime,43.0,40.0,0.14383690434786972,0.1356183434411163,0.07627661020027315,0.0639338341271076,0.625,0.5675675675675675,0.16880837966699624,0.14955010084460424,0.1312840180507503,-0.0820721005148719,0.5172413793103449,0.44,0.3488372093023256,0.375,0.13953488372093023,0.125,0.07010522216369038,0.5962837837837838,40.0,0.09936197892044712
magic_repo60_c460_c5gt3_regime,43.0,40.0,0.14383690434786972,0.1356183434411163,0.07627661020027315,0.0639338341271076,0.625,0.5675675675675675,0.16880837966699624,0.14955010084460424,0.1312840180507503,-0.0820721005148719,0.5172413793103449,0.44,0.3488372093023256,0.375,0.13953488372093023,0.125,0.07010522216369038,0.5962837837837838,40.0,0.09936197892044712
magic_repo40_c425_c5gt3_regime,35.0,33.0,0.13845548921733153,0.13627834696442997,0.061396070871456446,0.05488039770411485,0.6470588235294118,0.625,0.11634796585935887,0.0847553765897964,0.0876091625774768,-0.01215700489594325,0.5652173913043478,0.45,0.14285714285714285,0.15151515151515152,0.02857142857142857,0.030303030303030304,0.058138234287785646,0.6360294117647058,33.0,0.09359411664072681
magic_c440_c5gt3_regime,72.0,69.0,0.11198832885749199,0.10455012433861577,0.0639338341271076,0.05488039770411485,0.5942028985507246,0.5606060606060606,0.11430293941022665,0.10656846494327049,0.02516896465925235,-0.0062420494071877,0.52,0.4888888888888889,0.2916666666666667,0.2898550724637681,0.18055555555555555,0.17391304347826086,0.05940711591561122,0.5774044795783926,69.0,0.09213801183128974
magic_c425_c5gt5_regime,39.0,37.0,0.12526364620041808,0.12330981234765834,0.061396070871456446,0.05488039770411485,0.631578947368421,0.6111111111111112,0.13129325263705904,0.1098204602925298,0.1308303055087107,0.0315145584472277,0.6153846153846154,0.5217391304347826,0.15384615384615385,0.16216216216216217,0.05128205128205128,0.05405405405405406,0.058138234287785646,0.6213450292397661,37.0,0.09165724013573887
magic_c425_c5gt8_regime,39.0,37.0,0.12526364620041808,0.12330981234765834,0.061396070871456446,0.05488039770411485,0.631578947368421,0.6111111111111112,0.13129325263705904,0.1098204602925298,0.1308303055087107,0.0315145584472277,0.6153846153846154,0.5217391304347826,0.15384615384615385,0.16216216216216217,0.05128205128205128,0.05405405405405406,0.058138234287785646,0.6213450292397661,37.0,0.09165724013573887
magic_repo50_c460_c5gt8_regime,60.0,57.0,0.12481776114631837,0.11259845260091053,0.07627661020027315,0.0458269612811221,0.6071428571428571,0.5471698113207547,0.15155520998958788,0.13386392279219353,0.0876091625774768,0.006290660732044651,0.5675675675675675,0.5,0.3333333333333333,0.3508771929824561,0.15,0.14035087719298245,0.061051785740697626,0.5771563342318059,57.0,0.09073305258705881
magic_repo50_c460_c5gt5_regime,60.0,57.0,0.12481776114631837,0.11259845260091053,0.07627661020027315,0.0458269612811221,0.6071428571428571,0.5471698113207547,0.15155520998958788,0.13386392279219353,0.0876091625774768,0.006290660732044651,0.5675675675675675,0.5,0.3333333333333333,0.3508771929824561,0.15,0.14035087719298245,0.061051785740697626,0.5771563342318059,57.0,0.09073305258705881
magic_c425_c5gt3_regime,40.0,38.0,0.11749797149633223,0.11517717695439177,0.0588583076158053,0.0458269612811221,0.6153846153846154,0.5945945945945946,0.12372291765760483,0.10219853207828594,0.1303765929666711,0.012636254520019999,0.5925925925925926,0.5,0.15,0.15789473684210525,0.05,0.05263157894736842,0.052342634448463696,0.6049896049896051,38.0,0.0828405554463847
magic_repo50_c460_c5gt3_regime,61.0,58.0,0.11951222731464733,0.10722444982676026,0.0639338341271076,0.03807658348641235,0.5964912280701754,0.5370370370370371,0.14564307836333015,0.12759211250002642,0.05956186051235225,-0.0062420494071877,0.5526315789473685,0.48484848484848486,0.32786885245901637,0.3448275862068966,0.14754098360655737,0.13793103448275862,0.051005208806759975,0.5667641325536062,58.0,0.07885803531748123
