price_mode,candidate,exit_rule,year,trades,avg_return,median_return,win_return,avg_excess,median_excess,win_excess,avg_hold_days,median_hold_days,pct_exit_before_20d,pct_reason_close_below_ma10,pct_reason_fixed20,pct_reason_close_below_ma5,pct_reason_close_sl8,pct_reason_delayed3_close_below_ma10,pct_reason_delayed3_close_below_ma5,pct_reason_delayed3_close_sl8
adj,candidate_c_high_concentration_c425_c5gt5,fixed20,2023,7,0.2773077756870301,0.0857142760581664,0.7142857142857143,0.2568690790318094,0.030326205691702635,0.5714285714285714,21.0,21.0,0.0,,1.0,,,,,
adj,candidate_c_high_concentration_c425_c5gt5,fixed20,2024,7,0.0007569342016010878,-0.029315956297537027,0.42857142857142855,-0.01564073972970443,-0.0578209166036977,0.42857142857142855,21.0,21.0,0.0,,1.0,,,,,
adj,candidate_c_high_concentration_c425_c5gt5,fixed20,2025,6,0.022073851670274574,0.013851200141221764,0.5,0.006481013403221529,-0.034548583981297176,0.5,21.0,21.0,0.0,,1.0,,,,,
adj,candidate_c_high_concentration_c425_c5gt5,fixed20,2026,17,0.32062058800370885,0.38063063063063063,0.8235294117647058,0.22662940414488172,0.20626556135992802,0.8235294117647058,21.0,21.0,0.0,,1.0,,,,,
raw,candidate_a_repo50_c440_c5gt5,close_below_ma10,2023,15,0.1391787457766639,0.0034602076124568004,0.5333333333333333,0.13235464866508834,0.021303704527439682,0.5333333333333333,11.266666666666667,9.0,0.8,0.8666666666666667,0.13333333333333333,,,,,
raw,candidate_a_repo50_c440_c5gt5,close_below_ma10,2024,6,0.0752776506975348,-0.055640868140868105,0.16666666666666666,0.07034570218920354,-0.05624985401253518,0.3333333333333333,7.5,5.0,1.0,1.0,,,,,,
raw,candidate_a_repo50_c440_c5gt5,close_below_ma10,2025,8,0.07271740756846055,0.026716522347590255,0.625,0.058945694112212565,0.012886711260900241,0.5,11.0,12.0,0.875,0.875,0.125,,,,,
raw,candidate_a_repo50_c440_c5gt5,close_below_ma10,2026,21,0.12222417983220576,0.0037453183520599342,0.5238095238095238,0.07832180087354604,-0.04904410455079666,0.47619047619047616,10.619047619047619,9.0,0.9047619047619048,0.9523809523809523,0.047619047619047616,,,,,
raw,candidate_a_repo50_c440_c5gt5,close_below_ma5,2023,15,0.059419006100315065,-0.014285714285714235,0.4,0.05256861520376234,-0.0004108789244438027,0.4666666666666667,5.6,3.0,1.0,,,1.0,,,,
raw,candidate_a_repo50_c440_c5gt5,close_below_ma5,2024,6,0.10732402215680936,-0.026627764127764075,0.16666666666666666,0.10404778089832283,-0.022043292881345267,0.3333333333333333,3.8333333333333335,2.5,1.0,,,1.0,,,,
raw,candidate_a_repo50_c440_c5gt5,close_below_ma5,2025,8,-0.022078488300066798,-0.04353430134680136,0.25,-0.013623979436996392,-0.032936912639759786,0.375,3.875,2.5,1.0,,,1.0,,,,
raw,candidate_a_repo50_c440_c5gt5,close_below_ma5,2026,21,0.10969163209435186,0.0046511627906977715,0.5238095238095238,0.0937607720193909,0.0037920585357856806,0.5238095238095238,5.904761904761905,4.0,1.0,,,1.0,,,,
